momento de captura,rango de edad,industria,salario anual,compensaciones extra anuales,moneda,otra moneda,pais,estado us,ciudad,experiencia total,experiencia especifica,nivel educativo,genero,etnia
08/11/2021 16:00:20,35-44,Education (Higher Education),63000,0.0,USD,,United States,Pennsylvania,Scranton,8 - 10 years,8 - 10 years,PhD,Woman,White
09/11/2021 08:41:27,18-24,Engineering or Manufacturing,42500,10000.0,EUR,,Ireland,,Dublin,1 year or less,1 year or less,Master's degree,Man,White
09/11/2021 13:32:37,35-44,Retail,154000,30000.0,USD,,USA,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
09/11/2021 15:34:41,25-34,Transport or Logistics,41600,10000.0,USD,,United States,Massachusetts,Leominster,5-7 years,5-7 years,Some college,Man,White
09/11/2021 17:53:28,25-34,Engineering or Manufacturing,100000,5000.0,USD,,USA,California,Mountain View,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
09/11/2021 18:02:12,25-34,Computing or Tech,134000,20000.0,USD,,USA ,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman,White
09/11/2021 22:02:03,45-54,"Accounting, Banking & Finance",103000,16000.0,USD,,USA,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,College degree,Woman,White
10/11/2021 10:39:35,25-34,Media & Digital,33280,,USD,,USA,New York,NYC,5-7 years,2 - 4 years,College degree,Man,Asian or Asian American
10/11/2021 16:14:38,18-24,Business or Consulting,52500,1000.0,USD,,USA,Minnesota,Minneapolis,2 - 4 years,1 year or less,College degree,Woman,White
10/11/2021 21:50:33,35-44,Government and Public Administration,43618,0.0,USD,,US,Missouri,St. Charles,21 - 30 years,11 - 20 years,College degree,Woman,White
10/11/2021 23:25:55,45-54,Education (Primary/Secondary),70000,2500.0,USD,,USA,Georgia,Atlanta,21 - 30 years,11 - 20 years,College degree,Man,Black or African American
11/11/2021 11:53:23,35-44,Computing or Tech,121000,15000.0,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,"Asian or Asian American, White"
11/11/2021 12:55:55,25-34,Computing or Tech,115000,10000.0,USD,,United States,Wisconsin,Milwaukee/Remote,11 - 20 years,5-7 years,College degree,Woman,White
15/11/2021 00:40:31,55-64,Engineering or Manufacturing,133000,50000.0,USD,,US,Indiana,Terre Haute,31 - 40 years,21 - 30 years,College degree,Man,White
15/11/2021 19:01:20,25-34,Nonprofits,63500,0.0,USD,,United States,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,White
15/11/2021 20:49:57,25-34,Health care,70100,,USD,,United States of America,Minnesota,Minnetonka,8 - 10 years,8 - 10 years,College degree,Woman,White
15/11/2021 22:46:21,35-44,Art & Design,125000,12500.0,USD,,United States,Colorado,Denver,11 - 20 years,8 - 10 years,College degree,Woman,White
16/11/2021 12:01:58,25-34,Business or Consulting,37200,2000.0,Other,PLN,Poland,,Poznań,5-7 years,2 - 4 years,College degree,Woman,White
16/11/2021 22:07:46,35-44,Art & Design,45000,1000.0,USD,,United States ,New York,New York ,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
17/11/2021 08:00:38,25-34,Engineering or Manufacturing,77000,,USD,,US,Maine,south portland,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
17/11/2021 11:02:27,35-44,Education (Higher Education),100800,,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,PhD,Woman,White
19/11/2021 01:23:20,35-44,Agriculture or Forestry,68500,0.0,CAD,,Canada,,British columbia,2 - 4 years,2 - 4 years,College degree,Woman,White
19/11/2021 01:30:56,35-44,Computing or Tech,44000,,USD,,USA,Texas,El Paso,8 - 10 years,8 - 10 years,Some college,Man,"Hispanic, Latino, or Spanish origin"
19/11/2021 02:03:47,35-44,Health care,45760,2000.0,USD,,United States,Oregon,Ashland,11 - 20 years,11 - 20 years,College degree,Woman,White
19/11/2021 03:51:00,18-24,Retail,52000,6400.0,USD,,United States,Wisconsin,Milwaukee,2 - 4 years,2 - 4 years,College degree,Non-binary,Asian or Asian American
19/11/2021 12:54:23,45-54,Business or Consulting,100000,10000.0,USD,,united states,Colorado,Denver,11 - 20 years,8 - 10 years,Master's degree,Woman,White
19/11/2021 15:29:46,35-44,Regulatory Affairs,75000,,USD,,United States,Ohio,Cleveland,11 - 20 years,8 - 10 years,College degree,Man,White
19/11/2021 21:13:18,25-34,Health care,68000,0.0,CAD,,Canada ,,Sherwood Park,11 - 20 years,8 - 10 years,College degree,Woman,White
19/11/2021 21:14:52,25-34,Health care,68000,0.0,CAD,,Canada ,,Sherwood Park,11 - 20 years,8 - 10 years,College degree,Woman,White
19/11/2021 21:31:48,25-34,Engineering or Manufacturing,65000,30000.0,USD,,United states,Colorado,Remote,8 - 10 years,8 - 10 years,College degree,Man,Asian or Asian American
19/11/2021 22:23:36,55-64,"Accounting, Banking & Finance",135000,21000.0,USD,,United States,New York,New York City,31 - 40 years,31 - 40 years,College degree,Woman,White
19/11/2021 23:08:41,35-44,Real Estate,55000,7000.0,USD,,United States,Texas,Dallas,11 - 20 years,8 - 10 years,College degree,Woman,White
20/11/2021 00:25:40,55-64,Social Research,35000,0.0,USD,,U.S.,Michigan,Grand Rapids,31 - 40 years,2 - 4 years,Master's degree,Woman,White
20/11/2021 07:57:56,35-44,Utilities & Telecommunications,150000,20000.0,CAD,,Canada,,Kincardine ,11 - 20 years,11 - 20 years,College degree,Man,White
20/11/2021 12:44:25,55-64,Government and Public Administration,81455,0.0,USD,,US,Oregon,Xxxx,21 - 30 years,1 year or less,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
20/11/2021 14:49:34,35-44,Funeral services,87000,,AUD/NZD,,Australia,,Sydney,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
20/11/2021 18:43:45,25-34,Law,31800,0.0,USD,,United states,New York,New York ,2 - 4 years,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin"
20/11/2021 22:26:41,45-54,Media & Digital,50000,0.0,USD,,United States of American,Idaho,Boise,11 - 20 years,5-7 years,College degree,Woman,White
21/11/2021 01:53:01,45-54,Computing or Tech,135000,6100.0,USD,,United States,California,San Francisco,21 - 30 years,21 - 30 years,College degree,Woman,Asian or Asian American
21/11/2021 02:38:47,25-34,Specialist clothing,72000,3000.0,GBP,,United Kingdom ,,Devon,1 year or less,1 year or less,College degree,Woman,White
21/11/2021 07:52:07,35-44,Family office ,120000,15000.0,USD,,United States,Connecticut,Stamford,11 - 20 years,11 - 20 years,College degree,Woman,White
21/11/2021 23:32:32,35-44,Health care,100000,,USD,,USA,New York,New York ,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
22/11/2021 01:20:39,18-24,Computing or Tech,65000,,CAD,,Canada,,Montreal,2 - 4 years,2 - 4 years,College degree,Man,White
22/11/2021 13:09:38,35-44,Engineering or Manufacturing,164000,32000.0,USD,,USA,Missouri,St. Louis,21 - 30 years,11 - 20 years,College degree,Woman,White
22/11/2021 16:35:27,35-44,Insurance,79820,7982.0,USD,,US,Wisconsin,Milwaukee,11 - 20 years,5-7 years,College degree,Woman,White
22/11/2021 18:18:52,55-64,Engineering or Manufacturing,110000,,USD,,US,New York,New York,31 - 40 years,11 - 20 years,College degree,Woman,White
23/11/2021 09:44:50,35-44,Education (Higher Education),58900,0.0,USD,,United States,New York,Albany,21 - 30 years,21 - 30 years,Master's degree,Woman,White
23/11/2021 16:38:21,25-34,Nonprofits,48000,0.0,USD,,United States,California,Santa Rosa,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
24/11/2021 18:45:40,45-54,Computing or Tech,56600,2000.0,CAD,,Canada,,Ottawa,8 - 10 years,5-7 years,College degree,Woman,White
25/11/2021 11:15:34,35-44,Agriculture or Forestry,35000,,GBP,,England,,Lincoln,11 - 20 years,11 - 20 years,Master's degree,Woman,White
26/11/2021 12:43:06,25-34,"Marketing, Advertising & PR",65000,,USD,,USA,Oregon,Remote,5-7 years,1 year or less,College degree,Woman,White
28/11/2021 15:07:22,45-54,"Accounting, Banking & Finance",122000,5000.0,USD,,USA,Washington,Seattle,8 - 10 years,8 - 10 years,PhD,Woman,White
29/11/2021 13:21:42,18-24,Entertainment,24960,,USD,,USA,Pennsylvania,Latrobe,5-7 years,5-7 years,High School,Man,White
29/11/2021 18:08:54,25-34,Engineering or Manufacturing,72000,,USD,,USA,Rhode Island,providence,11 - 20 years,11 - 20 years,High School,Man,White
29/11/2021 18:50:35,25-34,Computing or Tech,76000,5000.0,USD,,United States,Rhode Island,Providence,11 - 20 years,8 - 10 years,Some college,Man,White
30/11/2021 03:43:10,25-34,Business or Consulting,75000,3500.0,USD,,united states,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Woman,White
30/11/2021 09:51:36,35-44,Computing or Tech,175000,35000.0,USD,,USA,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
30/11/2021 11:50:07,25-34,Recruitment or HR,73000,0.0,USD,,United States,New Jersey,Remote,8 - 10 years,5-7 years,College degree,Woman,White
01/12/2021 20:15:28,25-34,Education (Higher Education),55000,0.0,USD,,USA,California,Berkeley,2 - 4 years,8 - 10 years,PhD,Man,Asian or Asian American
02/12/2021 14:43:24,35-44,Entertainment,52530,2000.0,USD,,United States,New York,New York,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
02/12/2021 18:44:07,25-34,Computing or Tech,154000,0.0,USD,,United States of America,California,San Francisco,2 - 4 years,2 - 4 years,Some college,Man,Asian or Asian American
03/12/2021 00:46:11,25-34,"Accounting, Banking & Finance",120000,12000.0,USD,,United States ,New York,NYC,5-7 years,5-7 years,College degree,Man,Asian or Asian American
03/12/2021 19:23:52,25-34,Engineering or Manufacturing,144000,15000.0,USD,,United States ,California,San Francisco ,5-7 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/12/2021 11:48:19,35-44,Law,180000,90000.0,USD,,Unites states ,California,Orange County ,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
05/12/2021 22:21:18,18-24,"Accounting, Banking & Finance",42680,1000.0,USD,,United States,Michigan,Grand Rapids,1 year or less,1 year or less,College degree,Woman,White
06/12/2021 16:16:05,35-44,Pharma,147000,0.0,USD,,USA,Massachusetts,"Boston, MA",11 - 20 years,11 - 20 years,College degree,Woman,White
07/12/2021 10:35:38,25-34,Social research,33048,508.0,EUR,,Netherlands,,Amsterdam,1 year or less,1 year or less,Master's degree,Woman,White
07/12/2021 22:51:10,35-44,Business or Consulting,66150,,USD,,US,California,Los Angeles,11 - 20 years,2 - 4 years,Master's degree,Woman,White
08/12/2021 00:09:40,35-44,Computing or Tech,115000,207000.0,USD,,USA,Massachusetts,Boston,11 - 20 years,2 - 4 years,College degree,Woman,White
08/12/2021 10:41:04,35-44,"Accounting, Banking & Finance",124000,37200.0,USD,,United States,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Man,White
09/12/2021 13:32:18,35-44,Computing or Tech,131300,0.0,USD,,United States,Virginia,Richmond ,8 - 10 years,8 - 10 years,Some college,Woman,White
09/12/2021 18:48:29,35-44,Engineering or Manufacturing,110000,10000.0,USD,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Woman,White
09/12/2021 19:11:40,35-44,Computing or Tech,240000,123500.0,USD,,USA,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
10/12/2021 08:22:27,18-24,Agriculture or Forestry,50000,,USD,,usa,North Carolina,durham,2 - 4 years,2 - 4 years,College degree,Woman,White
10/12/2021 13:33:30,18-24,Engineering or Manufacturing,69000,0.0,USD,,USA,Kentucky,Lexington,1 year or less,1 year or less,Master's degree,Man,White
11/12/2021 22:32:02,25-34,Computing or Tech,503000,,SEK,,Sweden,,Uppsala,5-7 years,2 - 4 years,PhD,Woman,White
12/12/2021 07:08:55,35-44,Nonprofits,120000,0.0,USD,,United States,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,White
12/12/2021 19:48:09,35-44,Education (Higher Education),82000,0.0,USD,,United States,Colorado,Denver,11 - 20 years,8 - 10 years,College degree,Woman,White
13/12/2021 14:59:33,45-54,Computing or Tech,113000,,USD,,United States,Kentucky,Louisville,21 - 30 years,21 - 30 years,Some college,Man,White
14/12/2021 06:12:09,25-34,Health care,17000,2000.0,USD,,USA,Indiana,Jeffersonville,8 - 10 years,2 - 4 years,Some college,Woman,White
15/12/2021 10:30:36,25-34,Computing or Tech,110000,,USD,,USA,Kentucky,Paducah,11 - 20 years,2 - 4 years,Master's degree,Woman,White
15/12/2021 19:26:25,25-34,Health care,70000,,USD,,United States ,Texas,Houston,8 - 10 years,8 - 10 years,College degree,Woman,White
15/12/2021 23:31:41,25-34,Clinical Research Manager - academic institution,82000,0.0,USD,,USA,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman,White
16/12/2021 14:09:42,45-54,Utilities & Telecommunications,955000,,Other,NOK,Norway,,Oslo,21 - 30 years,21 - 30 years,Master's degree,Man,Another option not listed here or prefer not to answer
17/12/2021 13:15:34,25-34,Computing or Tech,103000,5000.0,USD,,USA,Colorado,Denver,8 - 10 years,5-7 years,College degree,Man,White
17/12/2021 19:57:52,25-34,Utilities & Telecommunications,62000,3200.0,USD,,United States of America,Colorado,Centennial,8 - 10 years,5-7 years,College degree,Man,White
17/12/2021 20:01:17,25-34,Utilities & Telecommunications,62000,3200.0,USD,,United States of America,Colorado,Centennial,8 - 10 years,5-7 years,College degree,Man,White
18/12/2021 23:19:28,25-34,Education (Higher Education),75000,7500.0,USD,,United States,New York,Ithaca,2 - 4 years,2 - 4 years,PhD,Woman,White
19/12/2021 16:40:39,35-44,Education (Higher Education),89000,0.0,USD,,U.S.,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White
20/12/2021 09:34:46,25-34,Utilities & Telecommunications,52150,500.0,CAD,,Canada,,Toronto,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
20/12/2021 19:32:20,25-34,Computing or Tech,75000,,USD,,U.S.A ,New York,Remote ,2 - 4 years,2 - 4 years,College degree,Woman,White
22/12/2021 14:38:54,25-34,Social Work,60000,,USD,,United States,California,Los Angeles,5-7 years,1 year or less,Master's degree,Woman,Asian or Asian American
23/12/2021 10:19:31,25-34,"Accounting, Banking & Finance",60000,0.0,USD,,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
23/12/2021 16:14:20,25-34,Computing or Tech,48000,,EUR,,France,,Paris,5-7 years,2 - 4 years,High School,Man,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White"
23/12/2021 22:01:39,25-34,Education (Primary/Secondary),47000,,USD,,US,Virginia,"Powhatan, VA",5-7 years,2 - 4 years,Master's degree,Woman,White
27/12/2021 13:17:35,45-54,"Marketing, Advertising & PR",59000,,USD,,United States,North Dakota,Fargo,21 - 30 years,11 - 20 years,College degree,Woman,White
27/12/2021 21:37:47,55-64,Health care,90000,,USD,,USA,Nebraska,Omaha,21 - 30 years,21 - 30 years,College degree,Woman,White
28/12/2021 07:51:16,25-34,Health care,70720,,USD,,USA,Texas,Houston,1 year or less,1 year or less,Master's degree,Woman,Black or African American
28/12/2021 16:35:11,35-44,Education (Higher Education),11500,0.0,USD,,United States,Kentucky,Louisville,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
28/12/2021 16:41:25,35-44,Education (Higher Education),63000,0.0,USD,,USA,Washington,Seattle,8 - 10 years,2 - 4 years,PhD,Woman,White
28/12/2021 16:51:43,35-44,Education (Primary/Secondary),58000,,EUR,,germany,,mannheim,21 - 30 years,5-7 years,,,
28/12/2021 16:52:57,35-44,Nonprofits,89000,,USD,,USA,Massachusetts,Boston,11 - 20 years,8 - 10 years,PhD,Woman,White
28/12/2021 17:12:00,25-34,Sales,46800,,USD,,US,California,Los Angeles,2 - 4 years,2 - 4 years,Some college,Non-binary,"Black or African American, Native American or Alaska Native, White"
28/12/2021 17:50:31,45-54,Education (Higher Education),44000,0.0,USD,,USA,Missouri,Bolivar,11 - 20 years,8 - 10 years,PhD,Woman,White
28/12/2021 18:11:28,35-44,Education (Higher Education),53000,0.0,USD,,USA,Washington,Lacey,11 - 20 years,11 - 20 years,PhD,Woman,White
28/12/2021 18:15:36,45-54,,80000,0.0,USD,,USA,New Hampshire,Keene,11 - 20 years,11 - 20 years,PhD,Woman,White
29/12/2021 00:42:19,25-34,"Marketing, Advertising & PR",91000,,CAD,,Canada,,Swift current,5-7 years,5-7 years,Master's degree,Man,White
29/12/2021 06:55:29,25-34,Engineering or Manufacturing,70000,0.0,USD,,US,North Dakota,Fargo,5-7 years,1 year or less,College degree,Other or prefer not to answer,White
29/12/2021 16:12:48,25-34,Health care,36500,0.0,USD,,United States ,Mississippi,Jackson,8 - 10 years,2 - 4 years,Some college,Woman,White
31/12/2021 20:57:28,35-44,Social Work,85000,0.0,USD,,USA ,New York,New York ,8 - 10 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
03/01/2022 14:51:55,35-44,Computing or Tech,110000,,GBP,,United Kingdom ,,Glasgow ,21 - 30 years,21 - 30 years,Master's degree,Man,White
05/01/2022 09:40:27,35-44,Business or Consulting,175000,50000.0,USD,,US,Maryland,Rockville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
05/01/2022 18:24:08,25-34,Health care,120000,9000.0,USD,,USA,Georgia,Atlanta,5-7 years,5-7 years,PhD,Woman,
06/01/2022 17:38:52,25-34,Business or Consulting,57000,,USD,,USA,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
06/01/2022 22:48:24,25-34,Property or Construction,69333,,USD,,United States,Illinois,Palatine,8 - 10 years,5-7 years,Some college,Woman,White
07/01/2022 04:55:01,25-34,Engineering or Manufacturing,424823,71845.0,Other,THB,Thailand,,Bangkok,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
07/01/2022 20:40:27,25-34,Health care,70000,,USD,,USA,Illinois,Chicago ,8 - 10 years,5-7 years,College degree,Woman,White
08/01/2022 14:37:49,25-34,Retail,41600,2000.0,USD,,United States,Kentucky,Louisville,5-7 years,2 - 4 years,College degree,Woman,White
08/01/2022 18:13:03,25-34,Computing or Tech,80000,6000.0,CAD,,canada,,toronto,1 year or less,1 year or less,Master's degree,Woman,White
09/01/2022 12:04:27,25-34,Transport or Logistics,75000,0.0,USD,,USA,Texas,Houston,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
09/01/2022 22:49:35,25-34,Computing or Tech,45760,0.0,USD,,USA,Wisconsin,Oconomowoc,5-7 years,2 - 4 years,College degree,Man,Asian or Asian American
11/01/2022 13:26:41,55-64,Education (Higher Education),80000,0.0,USD,,usa,Virginia,hampton,31 - 40 years,8 - 10 years,Master's degree,Man,White
